발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2016,2016-04-16 8:00,주간,토,1,2,0,1,0,제주,제주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,소형,화물차,소형,922428,1504555,126.6675573,33.53094199
2016,2016-04-11 20:00,야간,월,1,2,1,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,횡단보도상,화물차,소형,보행자,보행자,888023,1473883,126.2979335,33.25046348
2016,2016-05-10 16:00,주간,화,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,,,902604,1499165,126.4516723,33.47994862
2016,2016-06-18 16:00,주간,토,1,1,0,0,0,제주,서귀포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,소형,이륜차,사발이,895920,1475304,126.3825296,33.26406892
2016,2016-06-29 8:00,주간,수,1,2,0,1,0,제주,제주시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,농기계,농기계,949227,1502090,126.9532696,33.50952246
2016,2016-12-14 21:00,야간,수,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,945356,1495529,126.9120732,33.4502462
2016,2016-11-23 6:00,주간,수,2,3,0,1,0,제주,서귀포시,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,중형,농기계,농기계,940049,1484440,126.8556859,33.34982532
2016,2016-12-05 10:00,주간,월,1,1,0,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,877180,1477003,126.1811373,33.27741897
2016,2016-04-23 5:00,야간,토,1,1,0,0,0,제주,서귀포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,,,935919,1486802,126.8111342,33.37089045
2016,2016-04-17 14:00,주간,일,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,,,881807,1482078,126.230117,33.32368089
2016,2016-02-27 1:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,899134,1498410,126.4144466,33.47274931
2016,2016-08-24 5:00,야간,수,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,보행자,보행자,896125,1475321,126.3847556,33.26428914
2016,2016-08-27 5:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,보행자,보행자,900032,1500524,126.4238604,33.49203837
2016,2016-09-13 9:00,주간,화,1,1,0,0,0,제주,제주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,차로위반(진로변경 위반),단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,910096,1502820,126.5319652,33.51349735
2016,2016-08-16 8:00,주간,화,1,1,0,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,,,941248,1486510,126.8684364,33.36856147
2016,2016-07-29 10:00,주간,금,1,1,0,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,농기계,농기계,,,888297,1477885,126.3003809,33.28658193
2016,2016-08-08 13:00,주간,월,1,2,1,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,901947,1475892,126.447166,33.26993648
2016,2016-12-10 20:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,922934,1504049,126.6700779,33.52558435
2016,2016-08-22 20:00,야간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,경형,보행자,보행자,909590,1502468,126.5264133,33.51026919
2016,2016-06-11 7:00,주간,토,1,1,0,0,0,제주,서귀포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,서행 및 일시정지위반,교차로,교차로내,이륜차,소형,화물차,소형,924514,1476832,126.6892295,33.28032215
2016,2016-02-20 18:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,909675,1503083,126.5275854,33.51568807
2016,2016-03-03 21:00,야간,목,1,2,1,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,화물차,소형,보행자,보행자,910942,1501921,126.5411013,33.50557024
2016,2016-02-03 16:00,주간,수,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,906215,1498770,126.4907353,33.47684383
2016,2016-01-02 23:00,야간,토,1,2,1,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,,,890786,1497287,126.3247552,33.461803
2016,2016-01-17 22:00,야간,일,2,2,0,0,0,제주,서귀포시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,원동기장치자전거,원동기장치자전거,938831,1483093,126.7825481,33.40288768
2016,2016-09-14 4:00,야간,수,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,,,903134,1500427,126.4572257,33.49128376
2016,2016-10-05 14:00,주간,수,1,2,1,0,0,제주,제주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,소형,화물차,소형,906340,1499552,126.4917865,33.48373669
2016,2016-10-07 9:00,주간,금,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,경형,보행자,보행자,908662,1502577,126.5164391,33.51122038
2016,2016-10-23 6:00,주간,일,1,1,0,0,0,제주,서귀포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,소형,이륜차,소형,893231,1477278,126.3533672,33.28165069
2016,2016-10-25 18:00,야간,화,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,경형,보행자,보행자,943955,1490831,126.8982257,33.40955478
2016,2016-10-27 18:00,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,927640,1477234,126.7229087,33.28407025
2016,2016-10-27 15:00,주간,목,1,2,0,1,0,제주,제주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,승용차,경형,905984,1495364,126.4883052,33.44617603
2016,2016-09-14 1:00,야간,수,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,907456,1497397,126.498706,33.46467671
2016,2016-10-21 8:00,주간,금,1,1,0,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,,,917656,1484501,126.6150366,33.34889367
2016,2016-10-24 6:00,주간,월,1,1,0,0,0,제주,제주시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,이륜차,소형,914677,1503642,126.5812767,33.52129297
2016,2016-10-02 17:00,주간,일,1,1,0,0,0,제주,제주시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,화물차,소형,940414,1502652,126.8582859,33.51406903
2016,2016-09-26 14:00,주간,월,1,2,1,0,0,제주,서귀포시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,화물차,소형,900189,1478580,126.4091373,33.29528749
2016,2016-08-15 19:00,야간,월,1,2,0,1,0,제주,제주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,경형,승용차,중형,903058,1500612,126.4564336,33.49296997
2016,2016-12-22 12:00,주간,목,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,보행자,보행자,913152,1474014,126.5676334,33.25372426
2016,2016-12-25 0:00,야간,일,1,1,0,0,0,제주,제주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,단일로,횡단보도상,승용차,경형,자전거,자전거,910867,1499930,126.5405378,33.48745451
2016,2016-11-28 6:00,주간,월,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,소형,보행자,보행자,885988,1473533,126.2755243,33.24647932
2016,2016-12-24 7:00,주간,토,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,909995,1502762,126.5307652,33.51296576
2016,2016-10-17 3:00,야간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,905833,1500262,126.4861834,33.48999894
2016,2016-02-01 14:00,주간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,908517,1501836,126.515055,33.50443332
2016,2016-12-03 18:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,소형,보행자,보행자,908676,1503173,126.516577,33.51673666
2016,2016-12-29 2:00,야간,목,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,보행자,보행자,910168,1500744,126.5334263,33.49471017
2016,2016-12-29 20:00,야간,목,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,896605,1496214,126.3874595,33.45285031
2016,2016-06-26 10:00,주간,일,1,1,0,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,화물차,대형,건설기계,건설기계,892216,1479822,126.3422301,33.30444904
2016,2016-11-03 5:00,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,926292,1477018,126.7085744,33.28204419
2016,2016-10-14 14:00,주간,금,1,2,0,1,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,,,903403,1500862,126.4601947,33.49522028
2016,2016-10-06 18:00,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,944194,1495001,126.8995767,33.44530133
2016,2016-11-13 21:00,야간,일,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,경형,보행자,보행자,915648,1500381,126.591872,33.49195861
2016,2016-11-20 23:00,야간,일,1,1,0,0,0,제주,서귀포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,,,935259,1480042,126.8024802,33.31581617
2016,2016-09-22 20:00,야간,목,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,경형,보행자,보행자,918838,1504703,126.6259132,33.53117908
2016,2016-10-14 20:00,야간,금,1,1,0,0,0,제주,제주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,915827,1503695,126.5935303,33.52153568
2016,2016-10-29 12:00,주간,토,1,1,0,0,0,제주,제주시,차대차,정면충돌,정면충돌,운전자법규위반,과속,교차로,교차로내,승용차,중형,원동기장치자전거,원동기장치자전거,938135,1504873,126.8337093,33.53400469
2016,2016-11-03 3:00,야간,목,1,1,0,0,0,제주,서귀포시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,승용차,대형,914617,1474990,126.5834223,33.26340867
2016,2016-12-19 6:00,주간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,908488,1502037,126.5145887,33.50634437
2016,2016-02-12 14:00,주간,금,1,1,0,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승합차,대형,이륜차,사발이,935437,1488733,126.8056793,33.38826511
2017,2017-01-01 18:00,야간,일,1,3,1,1,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,922514,1476665,126.667913,33.27858211
2017,2017-01-02 7:00,주간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,화물차,보행자,보행자,910531,1502842,126.5364027,33.51384762
2017,2017-01-03 12:00,주간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,941187,1502690,126.8665375,33.51415119
2017,2017-01-03 18:00,야간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,911850,1496102,126.5514142,33.45292523
2017,2017-01-05 18:00,야간,목,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,894749,1487160,126.3685785,33.37087456
2017,2017-01-07 19:00,야간,토,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,없음,없음,916239,1503558,126.598033,33.52065221
2017,2017-01-16 8:00,주간,월,1,2,1,0,0,제주,서귀포시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,이륜차,이륜차,881332,1473256,126.226203,33.24409439
2017,2017-01-16 10:00,주간,월,1,2,1,0,0,제주,제주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,917562,1499530,126.6126488,33.48442835
2017,2017-01-22 19:00,야간,일,1,1,0,0,0,제주,제주시,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,905031,1499986,126.4777361,33.4875016
2017,2017-01-24 15:00,주간,화,1,1,0,0,0,제주,제주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,기타,기타,이륜차,이륜차,화물차,화물차,889732,1497118,126.3134361,33.46017097
2017,2017-01-24 19:00,야간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승용차,승용차,보행자,보행자,937883,1505102,126.8337532,33.53375689
2017,2017-02-02 16:00,주간,목,1,2,1,0,0,제주,서귀포시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,기타,기타,승용차,승용차,승용차,승용차,939169,1494242,126.8455665,33.43818225
2017,2017-02-02 18:00,야간,목,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,895748,1494362,126.3784814,33.43592003
2017,2017-02-02 18:00,야간,목,1,1,0,0,0,제주,제주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,882862,1488740,126.2406164,33.38389218
2017,2017-02-04 18:00,야간,토,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,909365,1474431,126.5269517,33.25740912
2017,2017-02-06 18:00,야간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,보행자,보행자,915496,1500033,126.5903657,33.48880346
2017,2017-02-07 6:00,주간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승용차,승용차,보행자,보행자,909536,1502779,126.5259404,33.51308034
2017,2017-02-19 0:00,야간,일,2,2,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,910758,1502026,126.5391715,33.50639227
2017,2017-02-19 19:00,야간,일,1,1,0,0,0,제주,제주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,사륜오토바이(ATV),사륜오토바이(ATV),885370,1490777,126.2673158,33.40253192
2017,2017-02-24 11:00,주간,금,1,1,0,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,902522,1477376,126.4531794,33.28337201
2017,2017-02-28 12:00,주간,화,1,2,1,0,0,제주,제주시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,913400,1503950,126.5674273,33.52396105
2017,2017-03-02 18:00,야간,목,1,4,1,2,0,제주,제주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,913042,1500673,126.5638908,33.49437857
2017,2017-03-16 19:00,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,920059,1475318,126.6416712,33.26625431
2017,2017-03-25 2:00,야간,토,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,893245,1482200,126.3530004,33.32599659
2017,2017-04-24 8:00,주간,월,2,2,0,0,0,제주,서귀포시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,905812,1478088,126.4884319,33.29008572
2017,2017-04-26 11:00,주간,수,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,승용차,화물차,화물차,900866,1495295,126.4334282,33.44481963
2017,2017-04-30 1:00,야간,일,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,912423,1473749,126.5598441,33.25151085
2017,2017-05-06 18:00,야간,토,1,3,0,2,0,제주,제주시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,908953,1500921,126.5198527,33.49627478
2017,2017-05-08 0:00,야간,월,1,1,0,0,0,제주,제주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,없음,없음,895567,1498602,126.3760413,33.47413863
2017,2017-05-13 1:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,913807,1503497,126.5718533,33.51990862
2017,2017-05-19 13:00,주간,금,1,2,1,0,0,제주,서귀포시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,916168,1479350,126.5995245,33.3023229
2017,2017-05-21 7:00,주간,일,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,927869,1493960,126.7240301,33.43493786
2017,2017-06-02 20:00,야간,금,1,3,0,2,0,제주,제주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,승용차,승용차,886686,1481129,126.2826768,33.31566783
2017,2017-06-03 6:00,주간,토,1,1,0,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,946960,1496741,126.9292323,33.46113539
2017,2017-06-05 8:00,주간,월,1,1,0,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,902669,1480038,126.4544714,33.30739239
2017,2017-06-09 10:00,주간,금,1,2,1,0,0,제주,제주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,화물차,화물차,885923,1492773,126.2730082,33.42059019
2017,2017-06-12 2:00,야간,월,1,2,0,1,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,890180,1477410,126.320657,33.28249187
2017,2017-06-14 16:00,주간,수,1,1,0,0,0,제주,제주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,930112,1506207,126.7472028,33.54554078
2017,2017-06-20 6:00,주간,화,1,1,0,0,0,제주,제주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,농기계,농기계,승용차,승용차,929429,1507089,126.7397768,33.5534504
2017,2017-06-22 6:00,주간,목,1,1,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,화물차,이륜차,이륜차,912706,1473963,126.5628612,33.25346381
2017,2017-07-03 9:00,주간,월,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,기타(운전자법규위반),기타,기타,승용차,승용차,보행자,보행자,883717,1470878,126.2521033,33.22290938
2017,2017-07-13 10:00,주간,목,1,1,0,0,0,제주,서귀포시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,945335,1495754,126.9118064,33.45215166
2017,2017-07-17 9:00,주간,월,1,1,0,0,0,제주,제주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,931276,1506465,126.7597201,33.54794322
2017,2017-07-23 0:00,야간,일,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,944341,1498189,126.9009605,33.47406224
2017,2017-07-26 17:00,주간,수,1,2,1,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,923097,1482352,126.6736894,33.32991489
2017,2017-07-30 6:00,주간,일,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,880615,1487789,126.2165895,33.37506903
2017,2017-07-31 10:00,주간,월,1,1,0,0,0,제주,제주시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,909255,1502302,126.5229635,33.50875478
2017,2017-08-10 14:00,주간,목,1,4,0,3,0,제주,제주시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,912070,1502271,126.5532715,33.50871051
2017,2017-08-12 5:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,910451,1500482,126.536021,33.49244222
