발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2017,2017-08-21 21:00,야간,월,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,900595,1474396,126.4328153,33.25632114
2017,2017-08-23 1:00,야간,수,1,3,0,2,0,제주,제주시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,화물차,화물차,905675,1497374,126.484942,33.46400287
2017,2017-08-23 15:00,주간,수,1,2,1,0,0,제주,제주시,차대사람,보도통행중,보도통행중,운전자법규위반,과속,교차로,교차로내,승용차,승용차,보행자,보행자,889241,1496249,126.3082608,33.45228386
2017,2017-08-24 19:00,야간,목,1,3,1,1,0,제주,제주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,877240,1481088,126.1812272,33.31426251
2017,2017-08-26 20:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,승용차,보행자,보행자,886721,1494680,126.2813494,33.43787155
2017,2017-09-01 11:00,주간,금,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,909751,1500859,126.5284486,33.4957833
2017,2017-09-02 19:00,야간,토,1,2,1,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,908305,1501532,126.5128151,33.5017296
2017,2017-09-09 0:00,야간,토,1,1,0,0,0,제주,서귀포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,944899,1497493,126.9070085,33.46781375
2017,2017-09-18 19:00,야간,월,1,1,0,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,승용차,승용차,923400,1476708,126.6774228,33.27903324
2017,2017-09-23 19:00,야간,토,1,1,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,과속,단일로,기타단일로,특수차,특수차,이륜차,이륜차,944527,1490405,126.9034429,33.40386606
2017,2017-09-26 14:00,주간,화,1,1,0,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,이륜차,이륜차,승용차,승용차,911937,1473834,126.5546191,33.2522379
2017,2017-10-06 5:00,야간,금,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,913539,1503407,126.5689764,33.51907531
2017,2017-10-10 10:00,주간,화,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,877685,1479794,126.1861817,33.30264444
2017,2017-10-14 19:00,야간,토,1,2,0,1,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,907371,1502950,126.5026143,33.51443698
2017,2017-10-20 22:00,야간,금,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,904232,1473969,126.4719007,33.25279915
2017,2017-10-22 16:00,주간,일,1,2,0,1,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,895940,1496917,126.3802505,33.45897968
2017,2017-10-31 14:00,주간,화,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,944793,1494960,126.9060236,33.44496258
2017,2017-11-02 7:00,주간,목,1,1,0,0,0,제주,제주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,농기계,농기계,941514,1503307,126.8702018,33.52007128
2017,2017-11-15 23:00,야간,수,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,912182,1475151,126.5571214,33.2641356
2017,2017-11-20 15:00,주간,월,1,2,1,0,0,제주,서귀포시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,없음,없음,923029,1476260,126.6734772,33.27496629
2017,2017-11-25 18:00,야간,토,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,877733,1484873,126.1860098,33.34844991
2017,2017-11-27 1:00,야간,월,1,1,0,0,0,제주,서귀포시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,913486,1474130,126.5712179,33.25503277
2017,2017-12-02 7:00,주간,토,1,1,0,0,0,제주,제주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,879492,1486992,126.2046262,33.36775667
2017,2017-12-02 18:00,야간,토,1,2,1,0,0,제주,제주시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,기타,기타,이륜차,이륜차,승용차,승용차,883205,1490189,126.2441154,33.3969961
2017,2017-12-03 17:00,주간,일,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,876713,1479551,126.1757767,33.30034237
2017,2017-12-13 23:00,야간,수,1,1,0,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,914165,1474144,126.5785053,33.25521326
2017,2017-12-14 18:00,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,932071,1485015,126.7699059,33.35453686
2017,2017-12-16 6:00,주간,토,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,907885,1501946,126.5082514,33.50542706
2017,2017-12-31 7:00,주간,일,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,893031,1497750,126.348854,33.46620493
2018,2018-11-11 3:00,야간,일,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,909612,1501366,126.5269012,33.50034386
2018,2018-11-11 2:13,야간,일,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,938168,1504826,126.8340679,33.53358271
2018,2018-10-03 3:05,야간,수,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,909483,1500459,126.5256042,33.49215331
2018,2018-01-02 6:05,주간,화,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,918096,1474862,126.6206378,33.2619944
2018,2018-03-10 6:12,주간,토,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,945366,1495846,126.9121344,33.45298301
2018,2018-03-03 20:57,야간,토,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,기타,기타,승용차,승용차,보행자,보행자,886493,1473772,126.2815261,33.24930266
2018,2018-06-17 10:10,주간,일,1,1,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,917211,1483099,126.6103832,33.33621515
2018,2018-11-23 6:30,주간,금,1,3,2,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,892964,1481485,126.3500665,33.31952075
2018,2018-12-19 19:28,야간,수,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,886711,1494802,126.2812264,33.43897066
2018,2018-12-05 11:00,주간,수,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,화물차,화물차,881503,1488163,126.2260844,33.37853993
2018,2018-08-13 11:11,주간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,900681,1500196,126.4308955,33.48900033
2018,2018-01-02 14:00,주간,화,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,886877,1485703,126.2841553,33.35693558
2018,2018-04-18 20:55,야간,수,1,2,0,1,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,이륜차,이륜차,보행자,보행자,912649,1502300,126.5595019,33.50901953
2018,2018-01-07 6:20,주간,일,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,이륜차,이륜차,943576,1500764,126.8925653,33.49724653
2018,2018-02-24 20:21,야간,토,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,913775,1473789,126.5743526,33.25198048
2018,2018-03-15 20:50,야간,목,1,4,3,0,0,제주,서귀포시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,교량위,승용차,승용차,승용차,승용차,893983,1477100,126.3615261,33.28007697
2018,2018-04-21 14:50,주간,토,1,2,0,0,1,제주,서귀포시,차대차,기타,기타,운전자법규위반,중앙선 침범,교차로,교차로부근,이륜차,이륜차,승용차,승용차,934745,1487716,126.7984484,33.37906328
2018,2018-08-05 23:50,야간,일,1,2,1,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,899743,1473906,126.423724,33.25182329
2018,2018-12-22 21:55,야간,토,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,944894,1492984,126.9072314,33.42714572
2018,2018-11-23 18:29,야간,금,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,897329,1498265,126.3950403,33.47127006
2018,2018-07-11 14:27,주간,수,1,1,0,0,0,제주,제주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,890498,1497538,126.321626,33.46403705
2018,2018-07-25 3:00,야간,수,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,878761,1486523,126.1968333,33.36344522
2018,2018-01-07 0:35,야간,일,1,4,2,1,0,제주,서귀포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,888235,1477359,126.2997801,33.28183205
2018,2018-11-05 20:50,야간,월,1,3,2,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,승용차,승용차,910627,1472958,126.5406439,33.24422978
2018,2018-10-22 11:05,주간,월,1,1,0,0,0,제주,서귀포시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,905491,1474877,126.4853199,33.26109903
2018,2018-11-15 7:17,주간,목,1,1,0,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,원동기장치자전거,원동기장치자전거,908603,1474831,126.5187317,33.26095231
2018,2018-10-23 14:55,주간,화,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,927148,1476645,126.7176728,33.27872484
2018,2018-11-10 14:31,주간,토,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,900248,1500587,126.4261918,33.4924861
2018,2018-08-12 2:55,야간,일,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,907103,1500620,126.4999707,33.49340115
2018,2018-11-29 10:00,주간,목,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,906084,1500797,126.4889842,33.49490838
2018,2018-01-17 6:07,주간,수,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,888479,1486482,126.3012739,33.3641279
2018,2018-09-18 2:08,야간,화,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,910121,1500751,126.532442,33.49484048
2018,2018-08-16 3:47,야간,목,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,916128,1500042,126.5971672,33.48893438
2018,2018-11-08 20:58,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,920666,1475953,126.6481324,33.27202619
2018,2018-07-04 0:23,야간,수,1,1,0,0,0,제주,서귀포시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,911086,1472639,126.5456017,33.2413907
2018,2018-02-01 1:15,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,945106,1497106,126.9092598,33.46433395
2018,2018-11-29 16:50,주간,목,1,2,1,0,0,제주,서귀포시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,농기계,농기계,886548,1474188,126.2820644,33.25305992
2018,2018-10-28 7:17,주간,일,1,1,0,0,0,제주,제주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,875641,1482179,126.1639036,33.32391705
2018,2018-07-05 16:25,주간,목,1,2,1,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,과속,교차로,교차로내,승용차,승용차,농기계,농기계,931105,1506838,126.7578495,33.55129622
2018,2018-01-02 22:55,야간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,909791,1501945,126.5287697,33.5055806
2018,2018-05-12 19:42,야간,토,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,927112,1479903,126.7170238,33.30810666
2018,2018-07-13 4:38,야간,금,2,3,1,0,0,제주,서귀포시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,922304,1476582,126.6656652,33.27781842
2018,2018-10-27 10:10,주간,토,1,1,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,긴급자동차에대한 피양의무 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,883706,1470725,126.2520048,33.22152846
2018,2018-05-05 0:25,야간,토,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로내,승용차,승용차,보행자,보행자,945255,1494644,126.9110133,33.44213621
2018,2018-12-05 17:40,주간,수,1,1,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,이륜차,승용차,승용차,914567,1474979,126.5827418,33.26277589
2018,2018-02-19 19:15,야간,월,1,1,0,0,0,제주,제주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,901372,1497399,126.4386402,33.46384055
2018,2018-03-07 16:33,주간,수,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,화물차,화물차,이륜차,이륜차,884443,1491778,126.2572207,33.41145917
2018,2018-04-09 20:05,야간,월,1,1,0,0,0,제주,제주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,없음,없음,906431,1500351,126.4927658,33.49091665
2018,2018-02-01 12:01,주간,목,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,927115,1476714,126.7173129,33.27934493
2018,2018-02-25 6:34,주간,일,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,보행자,보행자,929421,1477331,126.7420263,33.2850632
2018,2018-11-21 10:25,주간,수,1,1,0,0,0,제주,서귀포시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,888716,1476473,126.3050534,33.27389186
2018,2018-09-02 19:42,야간,일,1,2,0,1,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,과속,교차로,교차로내,이륜차,이륜차,승용차,승용차,926500,1477025,126.710684,33.28210812
2018,2018-08-22 1:18,야간,수,1,1,0,0,0,제주,서귀포시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,942291,1488316,126.879532,33.38490686
2018,2018-07-29 22:50,야간,일,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,887999,1471753,126.2979388,33.23125257
2018,2018-07-17 21:10,야간,화,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,885811,1491300,126.2719908,33.4072952
2018,2018-06-18 17:25,주간,월,1,1,0,0,0,제주,제주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,888150,1492702,126.2969656,33.42018453
2018,2018-10-12 20:30,야간,금,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,이륜차,승용차,승용차,902813,1497668,126.4541157,33.46639823
2018,2018-02-24 21:04,야간,토,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,899311,1500053,126.4161667,33.48758265
2018,2018-01-18 12:35,주간,목,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,승용차,이륜차,이륜차,883369,1481408,126.2470138,33.31782956
2018,2018-04-09 11:10,주간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,승용차,보행자,보행자,910900,1502135,126.5406893,33.50738711
2018,2018-01-22 0:35,야간,월,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,914716.2,1503639.2,126.5816291,33.52126402
2018,2018-10-24 14:05,주간,수,1,1,0,0,0,제주,서귀포시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,945263,1495584,126.9110421,33.45061471
2018,2018-11-21 15:30,주간,수,1,1,0,0,0,제주,서귀포시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,이륜차,이륜차,884961,1472070,126.2652995,33.23379195
2018,2018-10-15 19:50,야간,월,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승합차,승합차,보행자,보행자,925416,1484598,126.698419,33.35033481
2018,2018-08-15 23:10,야간,수,1,1,0,0,0,제주,제주시,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,899470,1500121,126.4178703,33.48821084
2018,2018-03-22 21:50,야간,목,1,1,0,0,0,제주,제주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,877993,1485938,126.1886593,33.35808308
2018,2018-01-29 19:00,야간,월,1,2,1,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,894780,1498312,126.3676067,33.47144634
2018,2018-01-11 10:25,주간,목,1,2,0,1,0,제주,제주시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,화물차,화물차,화물차,화물차,877571,1479484,126.1849994,33.29983605
2018,2018-12-23 11:58,주간,일,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로부근,승용차,승용차,이륜차,이륜차,908633,1500507,126.5164505,33.4925139
2018,2018-06-13 3:45,야간,수,1,1,0,0,0,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,908679,1500493,126.516947,33.49239157
2018,2018-02-01 0:10,야간,목,1,3,0,2,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,단일로,기타단일로,화물차,화물차,없음,없음,928766,1494188,126.733661,33.43705418
2018,2018-06-13 4:03,야간,수,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,912687,1495075,126.5606145,33.44386419
2018,2018-04-08 18:20,야간,일,1,1,0,0,0,제주,제주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,912604,1498806,126.5593583,33.47750541
2018,2018-12-20 19:00,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,898839,1474274,126.4139799,33.25505769
2018,2018-01-08 8:20,주간,월,1,2,0,0,1,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,892658,1481387,126.3467912,33.3186065
2018,2018-07-06 17:25,주간,금,1,2,1,0,0,제주,서귀포시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,927560,1483784,126.7215248,33.3431399
2018,2018-10-15 18:36,야간,월,1,1,0,0,0,제주,서귀포시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,894876,1471793,126.3717294,33.23230456
2018,2018-11-04 11:19,주간,일,1,1,0,0,0,제주,서귀포시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승합차,승합차,893243,1477688,126.3535116,33.28530662
2018,2018-12-20 18:55,야간,목,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,891913,1473753,126.3397003,33.24968771
2018,2018-10-24 17:27,주간,수,1,1,0,0,0,제주,제주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,이륜차,이륜차,889690,1493225,126.3134623,33.42506037
2018,2018-04-22 18:34,야간,일,1,1,0,0,0,제주,제주시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,899243,1493869,126.4161291,33.43180838
